ACK_Event,Time_s,Tahoe_Throughput_kbps,Reno_Throughput_kbps
1603,13.748507,1217.1711,1356.3575
1604,13.756507,1216.9904,1356.4454
1605,13.764507,1217.1437,1356.5327
1606,13.772507,1217.1226,1356.4354
1607,13.780507,1216.9504,1356.5226
1608,13.788507,1217.1043,1356.6095
1609,13.796507,1217.2579,1356.6963
1610,13.804507,1217.2529,1356.7828
1611,13.812507,1217.247,1356.6843
1612,13.820507,1217.2411,1356.4018
1613,13.82851,1217.3944,1356.3042
1614,13.83652,1217.5477,1356.2065
1615,13.844523,1217.7008,1356.2921
1616,13.852536,1217.6894,1356.3778
1617,13.860551,1217.6838,1356.4637
1618,13.868568,1217.6729,1356.3661
1619,13.876589,1217.6622,1356.452
1620,13.884605,1217.8152,1356.5384
1621,13.89262,1217.9682,1356.6249
1622,13.900639,1218.1211,1356.7113
1623,13.908663,1218.2738,1356.6148
1624,13.916674,1218.268,1356.7007
1625,13.924681,1218.2566,1356.786
1626,13.932681,1218.2454,1356.8711
1627,13.940681,1218.2397,1356.9562
1628,13.948691,1218.3921,1357.0414
1629,13.956702,1218.3722,1356.7621
1630,13.964705,1218.524,1356.8475
1631,13.972711,1218.3497,1356.9323
1632,13.980727,1218.3429,1357.0167
1633,13.98874,1218.1749,1357.101
1634,13.996745,1218.3267,1357.1854
1635,14.004756,1218.4781,1357.0877
1636,14.012767,1218.4582,1356.9896
1637,14.020778,1218.6093,1356.8922
1638,14.028802,1218.7602,1356.9767
1639,14.036823,1218.9108,1357.0614
1640,14.04484,1218.8903,1357.1459
1641,14.052857,1219.0403,1357.2304
1642,14.060868,1219.1904,1356.9535
1643,14.06888,1219.3399,1357.0375
1644,14.076898,1219.4893,1356.9416
1645,14.084923,1219.3202,1357.0254
1646,14.092939,1219.4695,1357.1094
1647,14.100965,1219.2924,1357.0137
1648,14.108984,1219.4415,1357.0982
1649,14.117002,1219.5905,1357.183
1650,14.125023,1219.7392,1357.2679
1651,14.133045,1219.7322,1357.3528
1652,14.141074,1219.8799,1357.4372
1653,14.149095,1220.0277,1357.5211
1654,14.157117,1220.1755,1357.2453
1655,14.16513,1220.3225,1357.3291
1656,14.173143,1220.4698,1357.233
1657,14.181163,1220.4616,1357.3167
1658,14.189183,1220.6081,1357.4002
1659,14.197203,1220.7549,1356.9468
1660,14.205215,1220.9017,1357.0294
1661,14.213222,1220.725,1356.9334
1662,14.221225,1220.8718,1357.0161
1663,14.229228,1221.0189,1356.9201
1664,14.237234,1221.1658,1356.8246
1665,14.245248,1221.3121,1356.907
1666,14.253262,1221.4583,1356.9894
1667,14.261273,1221.6044,1357.0711
1668,14.269276,1221.7509,1356.9747
1669,14.277279,1221.8973,1356.8792
1670,14.285287,1222.0434,1356.9619
1671,14.293302,1222.1888,1357.0441
1672,14.301329,1222.3343,1357.1264
1673,14.309353,1222.4797,1357.2085
1674,14.317368,1222.625,1357.1124
1675,14.325389,1222.7704,1357.1942
1676,14.333409,1222.9161,1357.2756
1677,14.341436,1223.0613,1357.3577
1678,14.349476,1222.8925,1357.2629
1679,14.357516,1222.8778,1357.3454
1680,14.365563,1223.022,1357.428
1681,14.373603,1223.1664,1357.3338
1682,14.381639,1223.3106,1357.4162
1683,14.389685,1223.3006,1357.4985
1684,14.397732,1223.4442,1357.4051
1685,14.405795,1223.5873,1357.3112
1686,14.41386,1223.7302,1357.3947
1687,14.421929,1223.8727,1357.4778
1688,14.429993,1224.015,1357.3846
1689,14.438044,1224.1577,1357.4675
1690,14.446088,1224.1474,1357.55
1691,14.454125,1224.2896,1357.6328
1692,14.462156,1224.1205,1357.7158
1693,14.470183,1224.2624,1357.7984
1694,14.478219,1224.4045,1357.8803
1695,14.486261,1224.5462,1357.7872
1696,14.494309,1224.5212,1357.8689
1697,14.502359,1224.4965,1357.9506
1698,14.510408,1224.4858,1357.857
1699,14.518448,1224.6269,1357.588
1700,14.526485,1224.4543,1357.6693
1701,14.534527,1224.5956,1357.5761
1702,14.542568,1224.7364,1357.6578
1703,14.550606,1224.72,1357.7396
1704,14.558642,1224.8605,1357.8211
1705,14.566681,1224.8447,1357.9031
1706,14.574708,1224.8294,1357.9846
1707,14.582726,1224.4977,1358.0659
1708,14.590745,1224.4744,1357.9736
1709,14.598766,1224.6157,1358.0552
1710,14.606807,1224.7566,1357.7896
1711,14.614849,1224.8976,1357.8711
1712,14.622892,1224.874,1357.9521
1713,14.630934,1225.0144,1358.0329
1714,14.638968,1224.9993,1358.1135
1715,14.647002,1224.9758,1358.0213
1716,14.655031,1225.1164,1357.9293
1717,14.663063,1225.2567,1357.8375
1718,14.671098,1225.2407,1357.9186
1719,14.679133,1225.3807,1357.4809
1720,14.687164,1225.5205,1357.3886
1721,14.695179,1225.5058,1357.4693
1722,14.703205,1225.4952,1357.5499
1723,14.711237,1225.6352,1357.631
1724,14.719257,1225.7753,1357.3671
1725,14.727285,1225.7603,1357.2761
1726,14.735321,1225.7371,1357.3572
1727,14.743358,1225.7214,1357.4378
1728,14.751398,1225.8607,1357.347
1729,14.759434,1226.0002,1357.4274
1730,14.767464,1226.1398,1357.1641
1731,14.775503,1226.2793,1357.2444
1732,14.78354,1226.4185,1357.3246
1733,14.791586,1226.4076,1357.0625
1734,14.799641,1226.3837,1356.9719
1735,14.807697,1226.5221,1356.8813
1736,14.815749,1226.6601,1356.9615
1737,14.823792,1226.6488,1357.0415
1738,14.831822,1226.7873,1357.121
1739,14.83986,1226.7715,1357.2008
1740,14.847894,1226.7557,1357.1098
1741,14.855925,1226.8932,1357.189
1742,14.863951,1227.0308,1356.7561
1743,14.871971,1227.1685,1356.6636
1744,14.879999,1227.3061,1356.7419
1745,14.888007,1227.2952,1356.82
1746,14.896011,1226.9654,1356.8986
1747,14.904024,1226.9495,1356.9768
1748,14.912048,1227.087,1356.8848
1749,14.920076,1227.224,1356.963
1750,14.928106,1227.2082,1357.0414
1751,14.936137,1227.345,1356.781
1752,14.944165,1227.4815,1356.6905
1753,14.952191,1227.6178,1356.7695
1754,14.960221,1227.7539,1356.8487
1755,14.96825,1227.8904,1356.7586
1756,14.976272,1227.7144,1356.8372
1757,14.984288,1227.7041,1356.9162
1758,14.992299,1227.8409,1356.8255
1759,15.000309,1227.9775,1356.9043
1760,15.008316,1228.114,1356.8139
1761,15.016317,1228.2501,1356.893
1762,15.024323,1228.3862,1356.4662
1763,15.032332,1228.3702,1356.545
1764,15.040336,1228.199,1356.4547
1765,15.048336,1228.3345,1356.3656
1766,15.056336,1228.3183,1356.2773
1767,15.064336,1228.4532,1356.3568
1768,15.072336,1228.429,1356.4357
1769,15.080336,1228.4119,1356.5146
1770,15.088336,1228.5467,1356.5939
1771,15.096336,1228.6815,1356.6731
1772,15.104336,1228.6695,1356.5841
1773,15.112336,1228.6451,1356.495
1774,15.120336,1228.7792,1356.3133
1775,15.128336,1228.9134,1356.2899
1776,15.136336,1228.9014,1356.2797
1777,15.144336,1229.0356,1356.2808
1778,15.152336,1229.1695,1356.1239
1779,15.160336,1229.3032,1356.1424
1780,15.168336,1229.2854,1356.0018
1781,15.176336,1229.4193,1355.8684
1782,15.184336,1229.5533,1355.9067
1783,15.192336,1229.537,1355.7836
1784,15.200336,1229.6706,1355.8315
1785,15.208336,1229.6536,1355.7162
1786,15.216336,1229.7873,1355.7707
1787,15.224336,1229.921,1355.8282
1788,15.232336,1230.054,1355.8877
1789,15.240336,1230.1872,1355.7832
1790,15.248336,1230.3198,1355.8469
1791,15.256336,1230.3075,1355.9124
1792,15.264336,1230.291,1355.9789
1793,15.272336,1230.2736,1356.0469
1794,15.280336,1230.4065,1356.1158
1795,15.288336,1230.5394,1356.1857
1796,15.296336,1230.5156,1355.9256
1797,15.304336,1230.4988,1355.9973
1798,15.312336,1230.6315,1356.0689
1799,15.320336,1230.7643,1356.1417
1800,15.328336,1230.7524,1356.2147
1801,15.336336,1230.7397,1356.1231
1802,15.344336,1230.8716,1356.197
1803,15.352336,1231.0035,1356.2708
1804,15.360336,1230.9862,1356.3452
1805,15.368336,1230.9739,1356.091
1806,15.376336,1230.8117,1356.166
1807,15.384336,1230.6381,1356.2411
1808,15.392336,1230.7696,1356.3167
1809,15.400336,1230.9012,1356.064
1810,15.408336,1231.0329,1356.139
1811,15.416336,1231.0206,1356.0503
1812,15.424336,1231.1521,1356.1259
1813,15.432336,1231.128,1356.2019
1814,15.440336,1231.2589,1356.2777
1815,15.448336,1231.3899,1356.3532
1816,15.456336,1231.5208,1356.4285
1817,15.464336,1231.6518,1356.5041
1818,15.472336,1231.7827,1356.4169
1819,15.480336,1231.7586,1356.3301
1820,15.488336,1231.8895,1356.4064
1821,15.496336,1232.0202,1356.4826
1822,15.504336,1232.0034,1356.5582
1823,15.512336,1232.1336,1356.308
1824,15.520336,1232.2633,1356.3838
1825,15.528336,1232.393,1356.4604
1826,15.536336,1232.5224,1356.5368
1827,15.544336,1232.6519,1356.613
1828,15.552336,1232.6273,1356.6891
1829,15.560336,1232.7571,1356.7654
1830,15.568336,1232.8868,1356.8415
1831,15.576336,1233.0162,1356.7553
1832,15.584336,1233.1452,1356.8311
1833,15.592336,1233.127,1356.9066
1834,15.600336,1233.2559,1356.8202
1835,15.608336,1233.3845,1356.5716
1836,15.616336,1233.5131,1356.485
1837,15.624336,1233.6419,1356.56
1838,15.632336,1233.6243,1356.6346
1839,15.640336,1233.7526,1356.7093
1840,15.648336,1233.8807,1356.7839
1841,15.656336,1234.0088,1356.6971
1842,15.664336,1233.9907,1356.7716
1843,15.672336,1234.1185,1356.8467
1844,15.680336,1234.246,1356.7607
1845,15.688336,1234.3733,1356.8359
1846,15.696336,1234.5011,1356.9111
1847,15.704336,1234.4823,1356.9867
1848,15.712336,1234.6092,1356.9013
1849,15.720336,1234.5909,1356.8161
1850,15.728336,1234.7178,1356.731
1851,15.736336,1234.8449,1356.4855
1852,15.744336,1234.8269,1356.2404
1853,15.752336,1234.8122,1356.3154
1854,15.760336,1234.7978,1356.3905
1855,15.768336,1230.4504,1356.4652
1856,15.776336,1228.4631,1356.5401
1857,15.784336,1227.4025,1356.4548
1858,15.792336,1226.8718,1356.5296
1859,15.800336,1226.5561,1356.6042
1860,15.808336,1226.3756,1356.6789
1861,15.816336,1226.2866,1356.5937
1862,15.824336,1226.2594,1356.6682
1863,15.832336,1226.2765,1356.7432
1864,15.840336,1226.3271,1356.659
1865,15.848336,1226.4026,1356.7342
1866,15.856336,1226.3444,1356.6499
1867,15.864336,1226.4515,1356.7245
1868,15.872336,1226.5689,1356.6403
1869,15.880336,1226.6943,1356.7149
1870,15.888336,1226.5284,1356.7888
1871,15.896336,1226.5065,1356.8632
1872,15.904336,1226.6357,1356.7789
1873,15.912336,1226.7643,1356.6946
1874,15.920336,1226.8928,1356.7687
1875,15.928336,1227.0211,1356.8431
1876,15.936336,1227.0061,1356.7589
1877,15.944336,1227.1342,1356.6752
1878,15.952336,1227.262,1356.7491
1879,15.960336,1227.2395,1356.8232
1880,15.968336,1227.3673,1356.7396
1881,15.976336,1227.4947,1356.6561
1882,15.984336,1227.6227,1356.7306
1883,15.992336,1227.7506,1356.6469
1884,16.000336,1227.7349,1356.7209
1885,16.008336,1227.8623,1356.6373
1886,16.016336,1227.846,1356.5535
1887,16.024336,1227.973,1356.6268
1888,16.032336,1228.1,1356.5433
1889,16.040336,1227.7964,1356.6171
1890,16.048336,1227.7736,1356.6907
1891,16.056336,1227.9002,1356.4499
1892,16.064336,1228.027,1356.2094
1893,16.072336,1228.1538,1356.2832
1894,16.080336,1228.2804,1356.3567
1895,16.088336,1228.2692,1356.4301
1896,16.096336,1228.396,1356.5033
1897,16.104336,1228.5225,1356.5765
1898,16.112336,1228.6482,1356.493
1899,16.120336,1228.7737,1356.5662
1900,16.128336,1228.8991,1356.6394
1901,16.136336,1228.8759,1356.7121
1902,16.144336,1229.0017,1356.7844
1903,16.152336,1228.9903,1356.7007
1904,16.160336,1228.9748,1356.6174
1905,16.168336,1229.1007,1356.6905
1906,16.176336,1229.085,1356.4519
1907,16.184336,1229.0733,1356.3696
1908,16.192336,1229.1987,1356.1312
1909,16.200336,1229.324,1356.0482
1910,16.208336,1229.4494,1355.8093
1911,16.216336,1229.5747,1355.8823
1912,16.224336,1229.7,1355.8
1913,16.232336,1229.825,1355.7178
1914,16.240336,1229.9499,1355.7907
1915,16.248336,1229.9332,1355.8638
1916,16.256336,1230.0578,1355.9371
1917,16.264336,1230.0346,1356.0107
1918,16.272336,1230.0224,1355.7748
1919,16.280336,1230.1467,1355.5386
1920,16.288336,1230.271,1355.612
1921,16.296336,1230.3955,1355.6851
1922,16.304336,1230.5197,1355.7577
1923,16.312336,1230.2155,1355.8302
1924,16.320336,1230.3396,1355.9032
1925,16.328336,1230.4638,1355.9763
1926,16.336336,1230.5878,1355.8954
1927,16.344336,1230.5707,1355.9685
1928,16.352336,1230.6945,1356.041
1929,16.360336,1230.6783,1355.9597
1930,16.368336,1230.8019,1355.8781
1931,16.376336,1230.9254,1355.9503
1932,16.384336,1231.049,1356.0225
1933,16.392336,1231.1724,1356.0949
1934,16.400336,1231.1494,1356.013
1935,16.408336,1231.2729,1355.9312
1936,16.416336,1231.3961,1356.0029
1937,16.424336,1231.3796,1356.0747
1938,16.432336,1231.5025,1355.9928
1939,16.440336,1231.6251,1355.9113
1940,16.448336,1231.7478,1355.8297
1941,16.456336,1231.8702,1355.9015
1942,16.464336,1231.9921,1355.8206
1943,16.472336,1232.1138,1355.8928
1944,16.480336,1232.0967,1355.9646
1945,16.488336,1232.0789,1355.8833
1946,16.496336,1232.2004,1355.9545
1947,16.504336,1232.3215,1356.0257
1948,16.512336,1232.4429,1356.097
1949,16.520336,1232.5637,1356.1682
1950,16.528336,1232.6846,1356.087
1951,16.536336,1232.8053,1356.1585
1952,16.544336,1232.9259,1356.0777
1953,16.552336,1232.9012,1356.1482
1954,16.560336,1233.0219,1356.2187
1955,16.568336,1233.1427,1356.2891
1956,16.576336,1233.1254,1356.3599
1957,16.584336,1233.1011,1356.2793
1958,16.592336,1233.2216,1356.3504
1959,16.600336,1233.0653,1356.4219
1960,16.608336,1233.1851,1356.4931
1961,16.616336,1233.3048,1356.4129
1962,16.624336,1233.4246,1356.4842
1963,16.632336,1233.4067,1356.4041
1964,16.640336,1233.5269,1356.4754
1965,16.648336,1233.6469,1356.2444
1966,16.656336,1233.7667,1356.3161
1967,16.664336,1233.8862,1356.2369
1968,16.672336,1234.0058,1356.1581
1969,16.680336,1233.8436,1356.23
1970,16.688336,1233.9636,1356.3017
1971,16.696336,1234.0836,1355.9211
1972,16.704336,1234.2036,1355.9929
1973,16.712336,1234.0507,1355.7633
1974,16.720336,1234.0332,1355.8348
1975,16.728336,1234.0157,1355.9059
1976,16.736336,1233.9977,1355.9775
1977,16.744336,1233.984,1356.0487
1978,16.752336,1234.1034,1355.9695
1979,16.760336,1234.09,1356.0404
1980,16.768336,1234.0721,1355.9614
1981,16.776336,1234.0481,1355.7324
1982,16.784336,1234.0305,1355.8031
1983,16.792336,1234.1495,1355.8734
1984,16.800336,1234.2679,1355.7934
1985,16.808336,1234.3862,1355.8634
1986,16.816336,1234.5048,1355.9336
1987,16.824336,1234.6232,1355.8544
1988,16.832336,1234.7417,1355.7755
1989,16.840336,1234.8602,1355.8456
1990,16.848336,1234.9783,1355.9164
1991,16.856336,1234.9595,1355.8377
1992,16.864336,1234.9452,1355.7588
1993,16.872336,1235.063,1355.8294
1994,16.880336,1235.0451,1355.8999
1995,16.888336,1234.885,1355.97
1996,16.896336,1234.875,1356.04
1997,16.904336,1234.9927,1355.9614
1998,16.912336,1235.1103,1355.8826
1999,16.920336,1235.2278,1355.9526
2000,16.928336,1235.2093,1355.8739
2001,16.936336,1235.1853,1355.7952
2002,16.944336,1235.3027,1355.7163
2003,16.952336,1235.4198,1355.6378
2004,16.960336,1235.5365,1355.4728
2005,16.968336,1235.6529,1355.4472
2006,16.976336,1235.7692,1355.4339
2007,16.984336,1235.7582,1355.4309
2008,16.992336,1235.8741,1355.4366
2009,17.000336,1235.8547,1355.4503
2010,17.008336,1235.9707,1355.3229
2011,17.016336,1235.8145,1355.2023
2012,17.024336,1235.9297,1355.0863
2013,17.032336,1236.0452,1355.1231
2014,17.040336,1236.1607,1355.1638
2015,17.048336,1236.2759,1355.0606
2016,17.056336,1236.3915,1355.1086
2017,17.064336,1236.3667,1355.1588
2018,17.072336,1236.3477,1354.9172
2019,17.080336,1236.4632,1354.9715
2020,17.088336,1236.5785,1354.8806
2021,17.096336,1236.5631,1354.9387
2022,17.104336,1236.5433,1354.704
2023,17.112336,1236.528,1354.7647
2024,17.120336,1236.643,1354.8269
2025,17.128336,1236.758,1354.8898
2026,17.136336,1236.873,1354.9537
2027,17.144336,1236.9879,1355.0184
2028,17.152336,1237.1027,1354.9378
2029,17.160336,1237.0877,1355.0037
2030,17.168336,1237.0692,1354.9242
2031,17.176336,1236.9203,1354.8453
2032,17.184336,1237.0349,1354.9134
2033,17.192336,1237.0163,1354.9816
2034,17.200336,1237.1311,1354.904
2035,17.208336,1237.1119,1354.9724
2036,17.216336,1237.0871,1355.0406
2037,17.224336,1237.0627,1354.9627
2038,17.232336,1237.0479,1354.7397
2039,17.240336,1237.0225,1354.6622
2040,17.641993,1231.2762,1354.35
2041,17.8211,1229.0397,1354.3172
2042,17.927663,1227.8225,1354.1518
2043,17.999157,1227.0884,1354.143
2044,18.050453,1226.4961,1354.1443
2045,18.088898,1226.2103,1354.009
2046,18.118781,1226.039,1354.0262
2047,18.142689,1225.9477,1354.0502
2048,18.162322,1225.9127,1354.08
2049,18.17881,1225.9193,1353.9697
2050,18.19297,1225.9564,1353.8635
2051,18.205366,1226.0166,1353.9061
2052,18.216398,1226.0948,1353.9518
2053,18.226362,1226.1868,1353.8553
2054,18.235537,1226.2891,1353.9061
2055,18.244078,1226.3997,1353.9592
2056,18.252118,1226.5168,1353.8703
2057,18.260118,1226.5097,1353.9274
2058,18.268118,1226.4985,1353.8415
2059,18.276118,1226.4832,1353.902
2060,18.284118,1226.6001,1353.9639
2061,18.292118,1226.7166,1353.8832
2062,18.300118,1226.8333,1353.8028
2063,18.308118,1226.95,1353.7231
2064,18.316118,1226.9352,1353.788
2065,18.324118,1227.052,1353.7092
2066,18.332118,1227.1685,1353.6307
2067,18.340118,1227.1532,1353.6958
2068,18.348118,1227.2698,1353.6176
2069,18.356118,1227.386,1353.6839
2070,18.364118,1227.3703,1353.7504
2071,18.372118,1227.4863,1353.8175
2072,18.380118,1227.4707,1353.8846
2073,18.388118,1227.4587,1353.9521
2074,18.396118,1227.5741,1354.0195
2075,18.404118,1227.6897,1353.944
2076,18.412118,1227.8051,1354.0116
2077,18.420118,1227.659,1353.9361
2078,18.428118,1227.6439,1354.0049
2079,18.436118,1227.6289,1354.0736
2080,18.444118,1227.7445,1354.1421
2081,18.452118,1227.7288,1354.0686
2082,18.460118,1227.7132,1353.8522
2083,18.468118,1227.8288,1353.9211
2084,18.476118,1227.9443,1353.9897
2085,18.484118,1227.929,1354.0576
2086,18.492118,1227.9175,1354.1255
2087,18.500118,1228.0325,1354.1936
2088,18.508118,1227.8867,1354.1196
2089,18.516118,1228.0016,1354.1875
2090,18.524118,1228.1163,1354.1134
2091,18.532118,1228.1045,1353.8972
2092,18.540118,1228.0899,1353.9645
2093,18.548118,1228.2045,1353.8903
2094,18.556118,1228.1925,1353.9582
2095,18.564118,1228.3071,1354.0262
2096,18.572118,1228.2919,1353.8104
2097,18.580118,1228.4064,1353.8772
2098,18.588118,1228.3914,1353.944
2099,18.596118,1228.3769,1354.0108
2100,18.604118,1228.2319,1353.9362
2101,18.612118,1228.2167,1354.003
2102,18.620118,1228.2086,1353.9287
2103,18.628118,1228.3225,1353.9953
2104,18.636118,1228.4362,1353.9203
2105,18.644118,1228.4213,1353.9868
2106,18.652119,1228.4051,1354.0534
2107,18.66012,1228.5188,1354.12
2108,18.668136,1228.6325,1354.046
2109,18.676143,1228.6174,1353.9725
2110,18.684143,1228.7314,1353.8993
2111,18.692143,1228.8451,1353.9672
2112,18.700143,1228.9587,1354.0348
2113,18.708143,1229.0722,1353.8208
2114,18.716144,1229.0569,1353.888
2115,18.724153,1229.17,1353.8148
2116,18.732167,1229.0251,1353.8819
2117,18.740176,1229.1379,1353.9488
2118,18.748189,1229.2506,1354.0159
2119,18.756204,1229.2378,1353.9433
2120,18.764211,1229.3501,1353.8705
2121,18.772227,1229.3339,1353.9377
2122,18.780231,1229.4461,1354.0051
2123,18.788231,1229.5585,1354.0724
2124,18.796245,1229.5497,1353.8603
2125,18.804258,1229.662,1353.9275
2126,18.812266,1229.7746,1353.9948
2127,18.820266,1229.8874,1353.9218
2128,18.828266,1230.0002,1353.9885
2129,18.836266,1230.1127,1354.055
2130,18.844266,1230.0976,1353.9821
2131,18.852266,1230.0829,1353.7699
2132,18.860277,1230.1956,1353.8367
2133,18.868277,1230.1837,1353.9033
2134,18.876277,1230.2961,1353.8303
2135,18.884277,1230.4085,1353.7572
2136,18.892277,1230.5208,1353.8236
2137,18.900286,1230.5083,1353.89
2138,18.908287,1230.6199,1353.8176
2139,18.916294,1230.6039,1353.8836
2140,18.924306,1230.7154,1353.9493
2141,18.932308,1230.6996,1354.0144
2142,18.940308,1230.811,1353.9411
2143,18.948308,1230.9222,1354.0071
2144,18.956315,1230.7783,1354.0726
2145,18.96432,1230.8894,1353.9998
2146,18.972342,1231.0001,1354.0655
2147,18.98037,1231.1103,1354.1311
2148,18.988387,1231.0931,1354.1964
2149,18.996397,1231.2035,1354.2613
2150,19.004417,1231.1875,1354.1878
2151,19.012421,1231.2981,1354.2525
2152,19.020421,1231.4086,1354.1791
2153,19.028421,1231.5189,1354.106
2154,19.036421,1231.6286,1354.1714
2155,19.044421,1231.6112,1354.0994
2156,19.052421,1231.7206,1354.1647
2157,19.060426,1231.5835,1354.2303
2158,19.068437,1231.6924,1354.2961
2159,19.076454,1231.8012,1354.0862
2160,19.084464,1231.7833,1354.1523
2161,19.09247,1231.8921,1354.2183
2162,19.100472,1231.8814,1354.2841
2163,19.108472,1231.8648,1354.3498
2164,19.116472,1231.9739,1354.4152
2165,19.124472,1231.9568,1354.3432
2166,19.132472,1232.0656,1354.4082
2167,19.140488,1232.0479,1354.473
2168,19.1485,1232.1567,1354.5383
2169,19.156501,1232.2656,1354.4667
2170,19.164501,1232.2483,1354.532
2171,19.172501,1232.3575,1354.3232
2172,19.180501,1232.3441,1354.3888
2173,19.188501,1232.331,1354.3173
2174,19.196501,1232.4406,1354.3824
2175,19.204501,1232.5503,1354.4475
2176,19.212501,1232.286,1354.5124
2177,19.220501,1232.2697,1354.4406
2178,19.228504,1227.4398,1354.5057
2179,19.236521,1225.441,1354.4348
2180,19.244538,1224.1751,1354.5002
2181,19.252553,1218.4291,1354.4292
2182,19.260581,1215.8144,1354.4944
2183,19.268594,1214.3862,1354.4233
2184,19.276615,1213.4903,1354.3522
2185,19.284633,1212.7913,1354.281
2186,19.29264,1212.4147,1354.3458
2187,19.30064,1212.1772,1354.2752
2188,19.308645,1212.0363,1354.3398
2189,19.316657,1211.8451,1354.4043
2190,19.324657,1211.829,1354.334
2191,19.332659,1211.852,1354.3992
2192,19.340659,1211.9052,1354.328
2193,19.348659,1211.8599,1354.2572
2194,19.356667,1211.9517,1354.3217
2195,19.364671,1212.0532,1354.2511
2196,19.372677,1212.0382,1354.3156
2197,19.380682,1212.0289,1354.2446
2198,19.388687,1212.1434,1354.0387
2199,19.396688,1212.258,1353.968
2200,19.404688,1212.3728,1354.0327
2201,19.412688,1212.3668,1353.8273
2202,19.420688,1212.4817,1353.7565
2203,19.428688,1212.4757,1353.8209
2204,19.436689,1212.5905,1353.8855
2205,19.444705,1212.705,1353.8153
2206,19.452705,1212.696,1353.8799
2207,19.460717,1212.81,1353.8096
2208,19.468734,1212.8068,1353.7393
2209,19.476759,1212.9207,1353.803
2210,19.484763,1213.0345,1353.5976
2211,19.492768,1213.1483,1353.4415
2212,19.500793,1213.1452,1353.3023
2213,19.508828,1213.2586,1353.2817
2214,19.516862,1213.252,1353.1371
2215,19.524905,1213.2486,1353.0025
2216,19.532943,1213.3618,1353.0095
2217,19.540971,1213.4748,1353.0242
2218,19.549016,1213.4649,1352.9113
2219,19.557049,1213.5778,1352.9367
2220,19.565078,1213.6907,1352.9669
2221,19.573121,1213.8032,1353.0012
2222,19.581146,1213.7957,1353.0391
2223,19.589163,1213.9084,1353.0803
2224,19.597173,1214.0211,1353.1248
2225,19.605196,1214.0168,1353.1717
2226,19.613237,1214.0066,1353.2209
2227,19.621282,1213.8785,1353.2718
2228,19.629311,1213.9909,1353.3237
2229,19.637343,1214.1031,1353.3769
2230,19.645376,1214.2153,1353.4319
2231,19.653438,1214.327,1353.4874
2232,19.66148,1214.4388,1353.5447
2233,19.669513,1214.4284,1353.6028
2234,19.67753,1214.4211,1353.6616
2235,19.68555,1214.417,1353.7207
2236,19.693599,1214.4092,1353.7804
2237,19.701647,1214.5206,1353.8408
2238,19.709679,1214.5143,1353.7686
2239,19.717706,1214.6254,1353.8301
2240,19.725735,1214.7361,1353.8922
2241,19.733754,1214.847,1353.8222
2242,19.741775,1214.9576,1353.752
2243,19.749799,1215.0673,1353.6815
2244,19.75783,1215.1772,1353.7439
2245,19.765871,1215.2872,1353.8062
2246,19.773887,1215.398,1353.8687
2247,19.781913,1215.2719,1353.7987
2248,19.789945,1215.2652,1353.8609
2249,19.797989,1215.2581,1353.7913
2250,19.80603,1215.2496,1353.7219
2251,19.814087,1215.36,1353.7842
2252,19.822141,1215.3515,1353.7146
2253,19.830187,1215.3467,1353.777
2254,19.838213,1215.3406,1353.8391
2255,19.846226,1215.4514,1353.7694
2256,19.854237,1215.4454,1353.8316
2257,19.862242,1215.5557,1353.8941
2258,19.87026,1215.6664,1353.9561
2259,19.878296,1215.7764,1353.8866
2260,19.886337,1215.8865,1353.9488
2261,19.894379,1215.9966,1353.8799
2262,19.902427,1215.9919,1353.9423
2263,19.910479,1216.1021,1354.005
2264,19.918514,1216.2123,1353.9362
2265,19.926545,1216.3224,1353.9987
2266,19.934583,1216.4324,1353.9304
2267,19.94263,1216.3053,1353.9926
2268,19.95067,1216.4148,1354.055
2269,19.958722,1216.5239,1354.1171
2270,19.966784,1216.5123,1354.1794
2271,19.97485,1216.6209,1354.2416
2272,19.982904,1216.7295,1354.3038
2273,19.990958,1216.8385,1354.3655
2274,19.999004,1216.8279,1354.4273
2275,20.007043,1216.8174,1354.228
2276,20.015102,1216.9266,1354.2897
2277,20.023153,1217.0357,1354.3513
2278,20.031187,1217.1449,1354.0218
2279,20.039218,1217.2539,1354.0835
2280,20.047261,1217.3628,1354.1457
2281,20.055297,1217.4716,1354.0778
2282,20.063332,1217.5801,1353.8794
2283,20.071349,1217.6887,1353.9415
2284,20.07937,1217.7972,1353.8737
2285,20.087394,1217.9053,1353.9355
2286,20.095426,1218.0131,1353.9972
2287,20.103467,1218.0055,1354.0589
2288,20.111504,1217.9983,1354.1205
2289,20.119547,1217.991,1354.0526
2290,20.127586,1217.9835,1354.1147
2291,20.135607,1218.0915,1354.1764
2292,20.143634,1218.1994,1354.2379
2293,20.151662,1218.3069,1354.1695
2294,20.159706,1218.4142,1354.2309
2295,20.167757,1218.5209,1354.2923
2296,20.1758,1218.6276,1354.2242
2297,20.183853,1218.6191,1354.2863
2298,20.191899,1218.6125,1354.219
2299,20.199939,1218.7189,1354.2808
2300,20.207983,1218.7123,1354.3423
2301,20.216042,1218.8185,1354.4041
2302,20.224098,1218.9247,1354.2079
2303,20.232137,1219.0313,1354.141
2304,20.240168,1219.1376,1354.2023
2305,20.248205,1219.2442,1354.2637
2306,20.256242,1219.3509,1354.3246
2307,20.26427,1219.4577,1354.3854
