ACK_Event,Time_s,Tahoe_Throughput_kbps,Reno_Throughput_kbps
3134,26.897054,1236.088,1356.4364
3135,26.905054,1236.1625,1356.3853
3136,26.913063,1236.2369,1356.1448
3137,26.921063,1236.3112,1356.1882
3138,26.929063,1236.3856,1356.232
3139,26.937063,1236.4599,1356.181
3140,26.945063,1236.4453,1356.2249
3141,26.953063,1236.5195,1356.269
3142,26.961066,1236.4235,1356.3133
3143,26.969075,1236.4085,1356.2635
3144,26.977083,1236.4826,1356.1195
3145,26.985097,1236.4675,1356.1645
3146,26.993104,1236.5416,1356.115
3147,27.001109,1236.6156,1356.16
3148,27.00911,1236.6895,1356.2049
3149,27.01711,1236.7635,1356.2494
3150,27.025111,1236.7538,1356.2936
3151,27.033111,1236.8278,1356.2436
3152,27.041111,1236.9021,1356.288
3153,27.049111,1236.8874,1356.3328
3154,27.057111,1236.9614,1356.3776
3155,27.065113,1237.0353,1356.3278
3156,27.073115,1237.1092,1356.3722
3157,27.081115,1237.1833,1356.4167
3158,27.089115,1237.2574,1356.367
3159,27.097115,1237.3315,1356.2232
3160,27.105115,1237.4055,1355.9312
3161,27.113115,1237.4795,1355.9098
3162,27.121116,1237.4691,1355.897
3163,27.129116,1237.5429,1355.8914
3164,27.137119,1237.5334,1355.8925
3165,27.145127,1237.5185,1355.6172
3166,27.153144,1237.5919,1355.6284
3167,27.161161,1237.6654,1355.6441
3168,27.169187,1237.6542,1355.4759
3169,27.177216,1237.639,1355.4986
3170,27.185249,1237.7122,1355.5237
3171,27.193273,1237.7855,1355.5512
3172,27.201294,1237.7745,1355.4869
3173,27.209318,1237.7595,1355.5186
3174,27.217345,1237.8326,1355.4583
3175,27.225368,1237.9058,1355.3994
3176,27.233387,1237.9792,1355.4358
3177,27.241405,1237.968,1355.4735
3178,27.249423,1238.0413,1355.5118
3179,27.257432,1237.9428,1355.4574
3180,27.265433,1238.0162,1355.4974
3181,27.273433,1238.0897,1355.538
3182,27.281443,1238.0753,1355.5791
3183,27.289453,1238.0645,1355.6208
3184,27.297463,1237.9671,1355.6625
3185,27.305481,1237.9567,1355.7049
3186,27.313496,1237.9463,1355.6544
3187,27.321516,1238.0195,1355.6037
3188,27.329534,1237.9245,1355.6466
3189,27.337561,1237.9135,1355.5969
3190,27.345595,1237.986,1355.6413
3191,27.353618,1238.0589,1355.5926
3192,27.361648,1238.1318,1355.6368
3193,27.369679,1238.2045,1355.6809
3194,27.377712,1238.2771,1355.5393
3195,27.385742,1238.2662,1355.5836
3196,27.393781,1238.3388,1355.6281
3197,27.401822,1238.4114,1355.4866
3198,27.409859,1238.484,1355.4378
3199,27.417907,1238.5563,1355.4818
3200,27.425948,1238.6286,1355.5258
3201,27.433983,1238.7008,1355.5697
3202,27.442006,1238.6026,1355.6135
3203,27.450018,1238.6751,1355.6572
3204,27.458022,1238.7478,1355.7007
3205,27.466024,1238.8206,1355.7445
3206,27.474024,1238.8934,1355.7884
3207,27.482024,1238.966,1355.8326
3208,27.490033,1238.9552,1355.8767
3209,27.498053,1239.0274,1355.9206
3210,27.506083,1239.0996,1355.9643
3211,27.514116,1239.1717,1356.0082
3212,27.522144,1239.1618,1355.9599
3213,27.530182,1239.2338,1356.0041
3214,27.538224,1239.3057,1355.8634
3215,27.546275,1239.2954,1355.9078
3216,27.554311,1239.2851,1355.9521
3217,27.562347,1239.3572,1355.9038
3218,27.570375,1239.3422,1355.8556
3219,27.578409,1239.4142,1355.8997
3220,27.586427,1239.4864,1355.8514
3221,27.59445,1239.5584,1355.8953
3222,27.602464,1239.6303,1355.8468
3223,27.610483,1239.7021,1355.8907
3224,27.618493,1239.6918,1355.9346
3225,27.626493,1239.68,1355.9782
3226,27.634493,1239.7515,1355.9294
3227,27.642493,1239.7412,1355.9729
3228,27.650496,1239.8127,1356.0165
3229,27.658501,1239.8008,1355.9682
3230,27.666505,1239.8723,1355.9199
3231,27.674509,1239.9437,1355.9637
3232,27.682518,1240.0151,1356.0071
3233,27.69054,1240.0865,1356.0507
3234,27.698559,1240.0749,1356.0024
3235,27.706574,1240.1465,1356.046
3236,27.714577,1240.2184,1355.9977
3237,27.722582,1240.2076,1356.0412
3238,27.730584,1240.2795,1356.0847
3239,27.738588,1240.3512,1356.1281
3240,27.74659,1240.4229,1356.0795
3241,27.754606,1240.4944,1356.1229
3242,27.762611,1240.5661,1356.1665
3243,27.770631,1240.6375,1356.21
3244,27.778647,1240.7089,1356.2535
3245,27.786678,1240.78,1356.2052
3246,27.794697,1240.8512,1356.2482
3247,27.80272,1240.9225,1356.291
3248,27.810747,1240.9113,1356.2426
3249,27.81878,1240.9822,1356.1938
3250,27.826813,1241.053,1356.2369
3251,27.834846,1241.0377,1356.2799
3252,27.84287,1241.1089,1356.3226
3253,27.850891,1241.18,1356.183
3254,27.858909,1241.251,1356.2256
3255,27.866934,1241.3218,1356.2682
3256,27.87495,1241.31,1356.2197
3257,27.882975,1241.2993,1356.1712
3258,27.891009,1241.3696,1356.214
3259,27.899038,1241.4397,1356.2568
3260,27.907077,1241.5098,1356.2998
3261,27.915116,1241.5799,1356.2513
3262,27.923156,1241.65,1356.2028
3263,27.9312,1241.6378,1356.2453
3264,27.939236,1241.7078,1356.2879
3265,27.947274,1241.6959,1356.3309
3266,27.95531,1241.6834,1356.3739
3267,27.963339,1241.6718,1356.3259
3268,27.971357,1241.7421,1356.3687
3269,27.979375,1241.8123,1356.4112
3270,27.987398,1241.7149,1356.363
3271,27.995421,1241.7852,1356.4056
3272,28.003459,1241.8552,1356.3572
3273,28.011503,1241.925,1356.3999
3274,28.019542,1241.9946,1356.4427
3275,28.027581,1241.9785,1356.4857
3276,28.035626,1242.0482,1356.5286
3277,28.043655,1242.0361,1356.5715
3278,28.051696,1242.1059,1356.4334
3279,28.059734,1242.1757,1356.4762
3280,28.067777,1242.2458,1356.5189
3281,28.075821,1242.3155,1356.5618
3282,28.083865,1242.3853,1356.5141
3283,28.091908,1242.4551,1356.5565
3284,28.099952,1242.3578,1356.5991
3285,28.107998,1242.4273,1356.6417
3286,28.11603,1242.4969,1356.5938
3287,28.124068,1242.4042,1356.6366
3288,28.132096,1242.3918,1356.679
3289,28.140118,1242.461,1356.7211
3290,28.148153,1242.4487,1356.7635
3291,28.156185,1242.5179,1356.8058
3292,28.164212,1242.506,1356.7579
3293,28.172238,1242.5752,1356.8002
3294,28.180261,1242.6444,1356.8424
3295,28.188287,1242.7136,1356.8846
3296,28.196312,1242.7828,1356.8367
3297,28.20435,1242.8521,1356.8791
3298,28.212385,1242.8362,1356.8312
3299,28.220415,1242.9053,1356.8732
3300,28.228433,1242.9747,1356.8253
3301,28.236451,1243.044,1356.7772
3302,28.244467,1243.0285,1356.6792
3303,28.252481,1243.0977,1356.6576
3304,28.260497,1243.1667,1356.6446
3305,28.268516,1243.2359,1356.5494
3306,28.276526,1243.2249,1356.5505
3307,28.284526,1243.2943,1356.5574
3308,28.292526,1243.3638,1356.5685
3309,28.300526,1243.3485,1356.5844
3310,28.308526,1243.4179,1356.6037
3311,28.316526,1243.4023,1356.6257
3312,28.324526,1243.4714,1356.561
3313,28.332526,1243.5404,1356.5884
3314,28.340526,1243.6094,1356.6174
3315,28.348526,1243.5129,1356.5581
3316,28.356526,1243.5818,1356.5902
3317,28.364526,1243.6507,1356.5336
3318,28.372526,1243.639,1356.5679
3319,28.380526,1243.708,1356.6029
3320,28.388526,1243.7772,1356.6391
3321,28.396526,1243.765,1356.6758
3322,28.404526,1243.8341,1356.6242
3323,28.412526,1243.8185,1356.6627
3324,28.420526,1243.8032,1356.7016
3325,28.820535,1240.3278,1356.7409
3326,28.998665,1238.9597,1356.7807
3327,29.104901,1238.2073,1356.8208
3328,29.176181,1237.5891,1356.7717
3329,29.227395,1237.3011,1356.812
3330,29.265873,1237.1194,1356.852
3331,29.295752,1237.0094,1356.8029
3332,29.319639,1236.8685,1356.8432
3333,29.339259,1236.7625,1356.8834
3334,29.355704,1236.7635,1356.9237
3335,29.369775,1236.7841,1356.9637
3336,29.382032,1236.7391,1357.0042
3337,29.392975,1236.7852,1357.0448
3338,29.402864,1236.8399,1357.0857
3339,29.411959,1236.9012,1357.0375
3340,29.420392,1236.9678,1356.9894
3341,29.428392,1237.038,1356.9419
3342,29.436392,1237.1083,1356.9832
3343,29.444392,1237.1784,1357.0243
3344,29.452392,1237.2486,1357.0655
3345,29.460392,1237.3186,1357.0183
3346,29.468392,1237.3081,1357.0602
3347,29.476392,1237.299,1357.1019
3348,29.484392,1237.3691,1357.1435
3349,29.492392,1237.4388,1357.0963
3350,29.500392,1237.5085,1357.1379
3351,29.508392,1237.5782,1357.0909
3352,29.516392,1237.6479,1357.1325
3353,29.524392,1237.7175,1357.0854
3354,29.532392,1237.7874,1357.0384
3355,29.540392,1237.7772,1357.0797
3356,29.548392,1237.7677,1356.9441
3357,29.556392,1237.7571,1356.9853
3358,29.564392,1237.8265,1357.0267
3359,29.572392,1237.8957,1357.0681
3360,29.580392,1237.965,1357.1098
3361,29.588392,1238.0343,1357.1513
3362,29.596392,1238.1035,1357.1928
3363,29.604392,1238.1727,1357.2343
3364,29.612392,1238.1615,1357.2758
3365,29.620392,1238.2305,1357.3173
3366,29.628392,1238.2994,1357.3588
3367,29.636392,1238.3682,1357.4002
3368,29.644392,1238.2772,1357.3536
3369,29.652392,1238.346,1357.3952
3370,29.660392,1238.4147,1357.4367
3371,29.668392,1238.4039,1357.4784
3372,29.676392,1238.4728,1357.4318
3373,29.684392,1238.5415,1357.3854
3374,29.692392,1238.6101,1357.4269
3375,29.700392,1238.5993,1357.4682
3376,29.708392,1238.6681,1357.4213
3377,29.716392,1238.5762,1357.3747
3378,29.724392,1238.6448,1357.4161
3379,29.732393,1238.7133,1357.4575
3380,29.740412,1238.7819,1357.4109
3381,29.748413,1238.8505,1357.4523
3382,29.756413,1238.9192,1357.4939
3383,29.764413,1238.9876,1357.5353
3384,29.772413,1238.8967,1357.4011
3385,29.780415,1238.9651,1357.3546
3386,29.788434,1238.8748,1357.396
3387,29.796461,1238.9429,1357.3494
3388,29.804473,1239.0112,1357.1624
3389,29.812485,1239.0002,1357.1459
3390,29.820501,1238.988,1357.137
3391,29.828508,1239.0563,1357.0465
3392,29.836508,1239.045,1357.0495
3393,29.844508,1239.1134,1357.057
3394,29.852508,1239.1819,1357.0688
3395,29.860508,1239.2503,1357.0846
3396,29.868508,1239.1604,1357.0161
3397,29.876508,1239.2287,1357.0375
3398,29.884508,1239.2971,1357.0616
3399,29.892508,1239.3654,1357.0877
3400,29.900508,1239.3549,1357.1153
3401,29.908508,1239.4235,1357.1446
3402,29.916508,1239.4919,1357.1753
3403,29.924508,1239.5603,1357.1197
3404,29.932508,1239.5485,1357.1527
3405,29.940508,1239.381,1357.0997
3406,29.948519,1239.3711,1357.1347
3407,29.956538,1239.4391,1357.0832
3408,29.96455,1239.4277,1357.1196
3409,29.972558,1239.4955,1357.1566
3410,29.98056,1239.4846,1357.1945
3411,29.988584,1239.4744,1357.2327
3412,29.996601,1239.5421,1357.2714
3413,30.004622,1239.6096,1357.2232
3414,30.012622,1239.5983,1357.088
3415,30.020622,1239.5868,1357.127
3416,30.028639,1236.8194,1357.1661
3417,30.036659,1235.7118,1357.2055
3418,30.044694,1235.1096,1357.1581
3419,30.052735,1234.7478,1357.1979
3420,30.060771,1234.5245,1357.2379
3421,30.068835,1234.3094,1357.191
3422,30.076895,1234.155,1357.2306
3423,30.08496,1234.0412,1357.2706
3424,30.093003,1233.956,1357.3107
3425,30.101026,1233.9716,1357.3505
3426,30.109054,1234.0026,1357.3903
3427,30.117078,1234.0454,1357.4301
3428,30.125112,1234.0185,1357.4698
3429,30.133156,1233.9976,1357.5097
3430,30.141188,1234.0621,1357.463
3431,30.1492,1233.9736,1357.5029
3432,30.157209,1234.0422,1357.543
3433,30.165209,1234.1109,1357.5831
3434,30.173212,1234.1011,1357.6232
3435,30.181229,1234.1693,1357.6633
3436,30.189254,1234.1592,1357.7033
3437,30.197279,1234.2274,1357.7433
3438,30.205298,1234.2174,1357.7835
3439,30.213334,1234.2855,1357.8238
3440,30.221347,1234.2763,1357.7779
3441,30.229347,1234.3448,1357.7321
3442,30.237352,1234.4131,1357.7727
3443,30.245352,1234.4812,1357.8133
3444,30.253352,1234.5493,1357.8539
3445,30.261352,1234.6176,1357.8945
3446,30.269352,1234.6858,1357.935
3447,30.277352,1234.754,1357.9754
3448,30.285352,1234.8221,1358.0158
3449,30.293352,1234.8901,1358.0563
3450,30.301352,1234.9581,1358.0108
3451,30.30936,1234.9489,1358.0513
3452,30.317383,1235.0169,1358.0057
3453,30.325409,1235.0849,1357.9602
3454,30.33342,1235.1529,1358.0007
3455,30.341444,1235.221,1358.0412
3456,30.349449,1235.2891,1358.0816
3457,30.357462,1235.2779,1358.1216
3458,30.365476,1235.3457,1358.1618
3459,30.373498,1235.4133,1358.2023
3460,30.381523,1235.4806,1358.2427
3461,30.389564,1235.5481,1358.1967
3462,30.397609,1235.6154,1358.2367
3463,30.405652,1235.6828,1358.1909
3464,30.413689,1235.6732,1358.2312
3465,30.421714,1235.5853,1358.1857
3466,30.429725,1235.653,1358.14
3467,30.43773,1235.6431,1358.18
3468,30.44573,1235.6342,1358.2201
3469,30.45373,1235.702,1358.2601
3470,30.46173,1235.7697,1358.3001
3471,30.469744,1235.8372,1358.3402
3472,30.477748,1235.8271,1358.3804
3473,30.485748,1235.8944,1358.4204
3474,30.493748,1235.885,1358.4604
3475,30.501749,1235.9523,1358.5004
3476,30.509749,1235.9423,1358.5404
3477,30.517749,1236.0098,1358.58
3478,30.525749,1236.0775,1358.6195
3479,30.533749,1236.0686,1358.6589
3480,30.541749,1236.0588,1358.6982
3481,30.549756,1236.1264,1358.7375
3482,30.557771,1236.1937,1358.777
3483,30.565787,1236.261,1358.8164
3484,30.573804,1236.2518,1358.7706
3485,30.581821,1236.319,1358.8104
3486,30.589857,1236.3097,1358.8503
3487,30.597892,1236.2993,1358.89
3488,30.605927,1236.289,1358.9297
3489,30.613956,1236.3559,1358.9692
3490,30.621986,1236.4229,1359.0085
3491,30.630007,1236.4127,1359.0477
3492,30.638045,1236.4024,1359.0871
3493,30.646091,1236.4692,1359.1266
3494,30.6541,1236.536,1359.1663
3495,30.6621,1236.4499,1359.2057
3496,30.6701,1236.5167,1359.245
3497,30.6781,1236.5834,1359.2843
3498,30.686111,1236.6502,1359.3237
3499,30.694118,1236.7172,1359.363
3500,30.702118,1236.7082,1359.4023
3501,30.710118,1236.6982,1359.3567
3502,30.718118,1236.6888,1359.3957
3503,30.726118,1236.7558,1359.4346
3504,30.734118,1236.7467,1359.4737
3505,30.742118,1236.6595,1359.4281
3506,30.750118,1236.7265,1359.4665
3507,30.758118,1236.7179,1359.4204
3508,30.766118,1236.7848,1359.459
3509,30.774118,1236.7756,1359.4129
3510,30.782118,1236.7664,1359.3665
3511,30.790122,1236.8332,1359.4045
3512,30.798122,1236.8241,1359.358
3513,30.806126,1236.814,1359.3964
3514,30.814136,1236.804,1359.4347
3515,30.822139,1236.7949,1359.4731
3516,30.830139,1236.785,1359.5119
3517,30.838139,1236.775,1359.4661
3518,30.846139,1236.765,1359.5045
3519,30.854139,1236.7559,1359.5429
3520,30.862139,1236.8224,1359.5813
3521,30.870139,1236.889,1359.5354
3522,30.878139,1236.9554,1359.5738
3523,30.886143,1236.946,1359.4437
3524,30.894148,1237.0122,1359.482
3525,30.902163,1237.0019,1359.5205
3526,30.910194,1236.9902,1359.5591
3527,30.918229,1237.0563,1359.5979
3528,30.926256,1237.1223,1359.6366
3529,30.934288,1237.1883,1359.6751
3530,30.942324,1237.2541,1359.7139
3531,30.950345,1237.3199,1359.6685
3532,30.958357,1237.3856,1359.7071
3533,30.966357,1237.4514,1359.7458
3534,30.974358,1237.5172,1359.7847
3535,30.982358,1237.5069,1359.8235
3536,30.990358,1237.4217,1359.8625
3537,30.998358,1237.4877,1359.8173
3538,31.006358,1237.5536,1359.8563
3539,31.014358,1237.6193,1359.8955
3540,31.022358,1237.6851,1359.9346
3541,31.030379,1237.6753,1359.9738
3542,31.038392,1237.7408,1360.0129
3543,31.046417,1237.8065,1360.052
3544,31.054427,1237.8721,1360.0911
3545,31.062433,1237.938,1360.1301
3546,31.070433,1238.0037,1360.1691
3547,31.078434,1238.0696,1360.208
3548,31.086451,1238.0595,1360.1631
3549,31.094466,1238.0483,1360.2017
3550,31.102478,1238.1142,1360.2407
3551,31.110508,1238.1799,1360.2795
3552,31.118553,1238.2453,1360.3182
3553,31.126602,1238.0817,1360.357
3554,31.134637,1237.9973,1360.3956
3555,31.142652,1238.0627,1360.4343
3556,31.150673,1238.1282,1360.3892
3557,31.158713,1238.1183,1360.4278
3558,31.166761,1238.1065,1360.4661
3559,31.174786,1238.096,1360.5044
3560,31.18282,1238.0852,1360.3757
3561,31.190856,1238.1499,1360.2471
3562,31.198891,1238.2144,1360.2851
3563,31.206923,1238.2791,1360.3229
3564,31.214957,1238.3439,1360.3607
3565,31.222996,1238.4086,1360.3152
3566,31.231044,1238.4733,1360.2695
3567,31.239103,1238.3862,1360.3071
3568,31.24716,1238.4509,1360.3451
3569,31.255206,1238.5158,1360.3831
3570,31.263257,1238.5802,1360.421
3571,31.271309,1238.6449,1360.459
3572,31.279372,1238.7092,1360.4141
3573,31.287429,1238.7736,1360.3687
3574,31.29547,1238.838,1360.4063
3575,31.303503,1238.8258,1360.4438
3576,31.311535,1238.8903,1360.4816
3577,31.319567,1238.9547,1360.4361
3578,31.327618,1239.019,1360.4737
3579,31.33566,1239.0834,1360.428
3580,31.343692,1239.0736,1360.4655
3581,31.351718,1239.1383,1360.5025
3582,31.359752,1239.2026,1360.5396
3583,31.367791,1239.1916,1360.5767
3584,31.375853,1239.1803,1360.5311
3585,31.383912,1239.1692,1360.5684
3586,31.391951,1239.2335,1360.44
3587,31.399987,1239.2975,1360.4771
3588,31.40802,1239.286,1360.5143
3589,31.416044,1239.3497,1360.5518
3590,31.424099,1239.3367,1360.5895
3591,31.432134,1239.4004,1360.4619
3592,31.440168,1239.4641,1360.4172
3593,31.448191,1239.4528,1360.4553
3594,31.456224,1239.5168,1360.4932
3595,31.464271,1239.5807,1360.5311
3596,31.472318,1239.6447,1360.5691
3597,31.480357,1239.7086,1360.6072
3598,31.488395,1239.7726,1360.6452
3599,31.496428,1239.8365,1360.5182
3600,31.50447,1239.9004,1360.556
3601,31.512501,1239.9643,1360.5114
3602,31.520545,1239.9531,1360.4667
3603,31.528584,1240.017,1360.5045
3604,31.536609,1240.0072,1360.4599
3605,31.544626,1240.0711,1360.4978
3606,31.552652,1240.1349,1360.5356
3607,31.560676,1240.1224,1360.491
3608,31.56869,1240.1101,1360.5285
3609,31.576717,1240.1739,1360.5661
3610,31.584733,1240.1631,1360.5216
3611,31.592743,1240.227,1360.5592
3612,31.600743,1240.2911,1360.5969
3613,31.608743,1240.2803,1360.5523
3614,31.616743,1240.2684,1360.5899
3615,31.624743,1240.3324,1360.6275
3616,31.632743,1240.3963,1360.6651
3617,31.640743,1240.4603,1360.6204
3618,31.648743,1240.5243,1360.658
3619,31.656743,1240.5882,1360.6955
3620,31.664743,1240.6521,1360.733
3621,31.672743,1240.7159,1360.6063
3622,31.680743,1240.704,1360.6438
3623,31.68875,1240.7678,1360.5992
3624,31.696754,1240.8316,1360.6364
3625,31.704754,1240.8954,1360.6735
3626,31.71277,1240.9589,1360.7106
3627,31.72078,1241.0225,1360.7476
3628,31.728797,1241.086,1360.7847
3629,31.736815,1241.1494,1360.8221
3630,31.744839,1241.2127,1360.8592
3631,31.752871,1241.2759,1360.8959
3632,31.760891,1241.3394,1360.8506
3633,31.768902,1241.4029,1360.8054
3634,31.776903,1241.3922,1360.8424
3635,31.784911,1241.4558,1360.7162
3636,31.792926,1241.4438,1360.7532
3637,31.800934,1241.5073,1360.7087
3638,31.80894,1241.5706,1360.7461
3639,31.816952,1241.6339,1360.7836
3640,31.824979,1241.6969,1360.7392
3641,31.832996,1241.76,1360.7766
3642,31.841011,1241.7501,1360.8139
3643,31.849039,1241.7397,1360.8515
3644,31.85706,1241.8025,1360.8074
3645,31.865095,1241.7898,1360.8448
3646,31.873124,1241.8524,1360.8821
3647,31.881145,1241.9152,1360.9195
3648,31.889155,1241.9039,1360.7938
3649,31.897171,1241.8926,1360.7495
3650,31.905182,1241.9555,1360.6237
3651,31.913192,1241.9457,1360.661
3652,31.921203,1241.9353,1360.6981
3653,31.929212,1241.9983,1360.7352
3654,31.937221,1242.0614,1360.6912
3655,31.945227,1242.1243,1360.7282
3656,31.953235,1242.1873,1360.6839
3657,31.961239,1242.2503,1360.721
3658,31.969257,1242.3132,1360.758
3659,31.97728,1242.3761,1360.7948
3660,31.985288,1242.439,1360.8317
3661,31.993298,1242.4281,1360.8685
3662,32.001312,1242.4908,1360.9055
3663,32.009335,1242.5534,1360.9425
3664,32.01736,1242.616,1360.8983
3665,32.025386,1242.6785,1360.9356
3666,32.033396,1242.7412,1360.8103
3667,32.041403,1242.8038,1360.6853
3668,32.049414,1242.7915,1360.7223
3669,32.057423,1242.7791,1360.7592
3670,32.328712,1240.7784,1360.7961
3671,32.450703,1239.9169,1360.8329
3672,32.523947,1239.496,1360.87
3673,32.573706,1239.1768,1360.826
3674,32.609832,1239.0324,1360.7821
3675,32.637216,1238.8791,1360.7381
3676,32.658806,1238.7699,1360.6943
3677,32.676311,1238.763,1360.7309
3678,32.690918,1238.7776,1360.6869
3679,32.703468,1238.7346,1360.7237
3680,32.714406,1238.7763,1360.7605
3681,32.72425,1238.826,1360.7978
3682,32.733202,1238.8824,1360.7541
3683,32.741497,1238.9434,1360.7908
3684,32.749497,1239.0065,1360.8276
3685,32.757497,1238.9959,1360.7836
3686,32.765497,1238.9864,1360.7394
3687,32.773497,1238.9765,1360.776
3688,32.781497,1239.0392,1360.732
3689,32.789497,1239.1019,1360.7688
3690,32.797497,1239.0191,1360.8056
3691,32.805497,1239.0092,1360.7621
3692,32.813497,1239.0721,1360.7184
3693,32.821497,1239.135,1360.6243
3694,32.829497,1239.1242,1360.6037
3695,32.837497,1239.1866,1360.5099
3696,32.845497,1239.2487,1360.5026
3697,32.853497,1239.3108,1360.5014
3698,32.861497,1239.3728,1360.5049
3699,32.869497,1239.435,1360.5123
3700,32.877497,1239.4974,1360.5232
3701,32.885497,1239.5597,1360.5372
3702,32.893497,1239.6221,1360.5541
3703,32.901497,1239.6844,1360.4933
3704,32.909497,1239.7466,1360.4352
3705,32.917497,1239.8087,1360.4592
3706,32.925497,1239.871,1360.4846
3707,32.933497,1239.9333,1360.5111
3708,32.941497,1239.9955,1360.459
3709,32.949497,1240.0577,1360.488
3710,32.957497,1240.1198,1360.5176
3711,32.965497,1240.182,1360.5481
3712,32.973497,1240.2442,1360.5794
3713,32.981497,1240.3064,1360.611
3714,32.989497,1240.2962,1360.6434
3715,32.997497,1240.2132,1360.6759
3716,33.005497,1240.2753,1360.7089
3717,33.013497,1240.2645,1360.7421
3718,33.021497,1240.254,1360.7755
3719,33.029497,1240.3163,1360.7295
3720,33.037497,1240.3056,1360.7635
3721,33.045497,1240.3676,1360.798
3722,33.053503,1240.4297,1360.8327
3723,33.061503,1240.4917,1360.8678
3724,33.069503,1240.5538,1360.9032
3725,33.077503,1240.616,1360.9388
3726,33.085503,1240.678,1360.9744
3727,33.093503,1240.7402,1361.0097
3728,33.101503,1240.8023,1361.0451
3729,33.109503,1240.8644,1361.0808
3730,33.117508,1240.7815,1361.1166
3731,33.125569,1240.771,1360.9931
3732,33.13361,1240.8323,1361.0291
3733,33.141651,1240.8936,1361.0649
3734,33.149687,1240.9547,1361.0216
3735,33.157721,1241.0159,1361.058
3736,33.165763,1241.0057,1361.0943
3737,33.173809,1241.067,1361.051
3738,33.181843,1241.1285,1361.0874
3739,33.189878,1241.1179,1361.1239
3740,33.197925,1241.1791,1361.1601
3741,33.205991,1241.1676,1361.1957
3742,33.214056,1241.2285,1361.152
3743,33.222145,1241.1453,1361.1085
3744,33.230212,1241.1336,1361.1445
3745,33.238242,1241.1947,1361.1804
3746,33.24627,1241.1842,1361.2161
3747,33.254291,1241.2455,1361.1724
3748,33.262291,1241.3066,1361.1287
3749,33.270291,1241.368,1361.1644
3750,33.278291,1241.4295,1361.2001
3751,33.286291,1241.4909,1361.2361
3752,33.294291,1241.5522,1361.2723
3753,33.302291,1241.6135,1361.2293
3754,33.310291,1241.6747,1361.2651
3755,33.318291,1241.6644,1361.3011
3756,33.3263,1241.6533,1361.3369
3757,33.334322,1241.7143,1361.3726
3758,33.342324,1241.7757,1361.3292
3759,33.350324,1241.765,1361.2856
3760,33.358324,1241.8265,1361.1629
3761,33.366324,1241.7448,1361.1983
3762,33.374324,1241.7347,1361.2337
3763,33.382324,1241.796,1361.2694
3764,33.390324,1241.7857,1361.3052
3765,33.398324,1241.8466,1361.262
3766,33.406324,1241.9076,1361.219
3767,33.414324,1241.9684,1361.2546
3768,33.422324,1242.0294,1361.2906
3769,33.430324,1242.0902,1361.3266
3770,33.438324,1242.0798,1361.2045
3771,33.446324,1242.1407,1361.2402
3772,33.454324,1242.1295,1361.1181
3773,33.462324,1242.1901,1361.0748
3774,33.470324,1242.1793,1361.1104
3775,33.478324,1242.1687,1361.0675
3776,33.486324,1242.2295,1361.103
3777,33.494324,1242.2183,1361.0601
3778,33.502324,1242.2789,1360.9385
3779,33.510332,1242.3393,1360.9743
3780,33.518336,1242.3285,1360.9314
3781,33.526336,1242.3887,1360.8884
3782,33.534336,1242.3769,1360.845
3783,33.542336,1242.437,1360.7554
3784,33.550336,1242.4971,1360.7354
3785,33.558336,1242.4145,1360.7227
3786,33.566336,1242.4748,1360.6376
3787,33.574336,1242.4646,1360.6366
3788,33.582336,1242.5249,1360.6404
3789,33.590336,1242.4419,1360.6481
3790,33.598336,1242.5021,1360.6591
3791,33.606336,1242.4913,1360.673
3792,33.614336,1242.5514,1360.6897
3793,33.622336,1242.6112,1360.7086
3794,33.630336,1242.6713,1360.7298
3795,33.638336,1242.7316,1360.7526
3796,33.646336,1242.7917,1360.7768
3797,33.654336,1242.8517,1360.7244
3798,33.662336,1242.9117,1360.6733
3799,33.670336,1242.9717,1360.7017
3800,33.678336,1242.9611,1360.7314
3801,33.686336,1243.0212,1360.7619
3802,33.694336,1243.0107,1360.7933
3803,33.702336,1242.9993,1360.8254
3804,33.710336,1243.0593,1360.78
3805,33.718336,1243.1194,1360.8134
3806,33.726336,1243.1093,1360.847
3807,33.734336,1243.0993,1360.8806
3808,33.742336,1243.1596,1360.9146
3809,33.750336,1243.1485,1360.8709
3810,33.758336,1243.2087,1360.9054
3811,33.766336,1243.1976,1360.9404
3812,33.774336,1243.1164,1360.9754
3813,33.782336,1243.1764,1361.0111
3814,33.790336,1243.2365,1360.9686
3815,33.798336,1243.2261,1361.0044
3816,33.806336,1243.2861,1361.0402
3817,33.814336,1243.3461,1361.0759
3818,33.822336,1243.4063,1361.1114
3819,33.830336,1243.4664,1361.0693
3820,33.838336,1243.5265,1361.1051
3821,33.846366,1243.515,1361.1408
3822,33.854406,1243.5745,1361.0987
3823,33.862444,1243.6341,1360.9785
3824,33.870492,1243.6231,1361.014
3825,33.878504,1243.6123,1361.0495
3826,33.886504,1243.6012,1361.0072
3827,33.894504,1243.661,1361.0429
3828,33.902504,1243.7208,1361.0009
3829,33.910504,1243.7806,1361.0366
3830,33.918504,1243.8403,1361.0723
3831,33.926526,1243.9,1361.0302
3832,33.934527,1243.9596,1361.0656
3833,33.942527,1243.9482,1361.1011
3834,33.950527,1244.0078,1361.1368
3835,33.958527,1244.0674,1361.1721
3836,33.966527,1244.0561,1361.2074
3837,33.974527,1244.0458,1361.2422
3838,33.982527,1244.1053,1361.2001
